symbol,GSM1559299,GSM1559300,GSM1559301,GSM1559302,GSM1559303,GSM1559304,GSM1559305,GSM1559306,GSM1559307,GSM1559308,GSM1559309,GSM1559311,GSM1559312,GSM1559313,GSM1559314,GSM1559315,GSM1559316,GSM1559317,GSM1559318,GSM1559320,GSM1559321,GSM1559322,GSM1559323,GSM1559324,GSM1559325,GSM1559326,GSM1559327,GSM1559328,GSM1559329,GSM1559330,GSM1559331,GSM1559332,GSM1559333,GSM1559334,GSM1559335,GSM1559336,GSM1559337,GSM1559338,GSM1559339,GSM1559341,GSM1559342,GSM1559343,GSM1559344,GSM1559345,GSM1559346,GSM1559347,GSM1559348,GSM1559349,GSM1559350,GSM1559351,GSM1559353,GSM1559354,GSM1559355,GSM1559356,GSM1559357,GSM1559358,GSM1559359,GSM1559360,GSM1559361,GSM1559362,GSM1559364,GSM1559365,GSM1559366,GSM1559367,GSM1559368,GSM1559369,GSM1559370,GSM1559371,GSM1559372,GSM1559373
BRD1,8.843957891,9.708996782,8.667675895,8.75993865,8.75037544,8.757829256,9.425084315,8.785043807,8.316471926,8.59935573,8.844863083,9.11083233,8.737229867,8.464886814,8.263921173,9.222511238,8.898684463,8.992436071,8.721689568,9.103410246,9.697067559,9.497412179,9.204264154,8.677374036,9.219255377,8.719566401,8.780609299,8.990209118,8.760083135,8.55635175,8.496696405,8.478177105,9.418793621,9.773421004,8.393688003,9.050326987,9.318162563,9.037211678,8.33305201,8.96611865,8.787183555,8.504267464,7.897107121,8.965243049,8.736409656,8.198336961,8.257394107,8.506217148,8.903413727,8.499471195,8.681033639,9.443206371,8.338260039,9.328250196,8.858701453,9.080791176,9.1986853,9.019050085,7.836405653,9.437136815,8.757981835,9.228576574,8.850885936,8.714149162,9.356841679,9.691279978,9.34500632,8.708330397,9.042614719,8.24470697
BRD2,9.870072211,9.914462181,10.69672942,9.696948109,11.09799691,10.79796222,10.85485807,11.58742292,10.85923886,10.82235628,10.30745185,10.79800322,10.48522928,10.57446539,10.11897428,10.98372237,11.04011238,10.90730757,11.02497993,10.44524847,10.25276105,10.65355431,10.16558497,10.09148853,9.972093874,10.55801493,10.83412812,9.891831648,10.51333638,11.44053176,10.40697289,10.5395594,10.64366996,11.2198497,10.67599983,10.6631346,10.19796887,10.09986649,10.81843528,10.78037421,10.67601241,10.82080022,10.60122939,10.89247616,10.30027957,10.64213202,10.47797937,10.92680361,10.85976895,10.7677039,10.78238625,10.24859017,10.62952599,9.556691494,10.07313583,10.09121679,10.10467714,10.97731653,10.61488268,10.44991808,11.06243202,10.42929874,10.3884374,9.628501462,9.293145853,11.29651803,9.946853702,10.25614291,9.107912072,10.72341737
BRD3,11.38590216,10.68818664,9.814362417,10.17090024,11.4999081,10.4667703,11.38679937,10.58766141,10.26298055,11.05362117,11.05609558,10.08078898,11.32236402,9.886893424,10.43194278,11.87814642,11.09963959,9.756698941,10.2167307,10.30944446,10.00135478,10.82103696,10.46412203,11.62285237,10.38709137,10.33760363,11.40639523,11.0643904,11.07086445,11.25712163,9.918743281,10.28284883,10.25728872,10.11386147,10.7276625,10.85180113,10.60536864,10.85802846,11.15391672,10.6163768,10.84407988,10.52766038,10.46681943,11.34207008,10.33599991,10.89443879,10.269535,10.21330798,10.79271438,9.593298612,10.89935018,10.69224286,10.56295048,10.49953576,9.705840508,10.35693279,10.2315379,10.95437029,9.989092359,10.40330126,11.02305997,10.71555143,10.74146742,10.26884813,11.56545305,10.58029418,10.901712,10.16694594,11.1626354,10.59117041
BRD4,10.23797719,9.90179326,10.45386731,10.11189519,9.822169962,10.63078115,10.4562373,10.40866441,11.06465898,10.03705418,9.907308498,10.52752512,11.30562028,10.41802111,10.37626508,11.08648194,10.71069121,11.64350939,10.34425616,10.52549368,10.24725599,10.35415507,9.980678507,10.97928214,9.68998574,10.38143436,10.37857055,10.22145558,10.41752009,10.36760037,10.36482421,10.41881956,10.41099192,10.649512,10.52481304,10.34323966,9.540231786,10.66982583,10.1465313,10.46039191,10.51015897,10.41957697,10.5762291,10.73695317,11.21622511,10.22913013,10.18700082,10.50305235,10.94787011,10.59203339,10.20565305,9.862009962,10.49926691,9.951148513,9.200786599,8.809508206,9.051527534,10.45190021,10.23161914,10.5923536,10.47805387,10.52296079,10.9723571,9.640714976,10.06656021,10.47892965,10.15888668,10.24668378,9.969750065,11.15841753
BRD7,10.30296875,9.568293045,9.89917145,9.613918516,10.6086234,10.53480655,9.182094316,9.975377497,9.915121686,8.927717932,10.20600298,9.053189846,9.947076623,8.971847674,9.459016601,10.35098614,9.679699822,9.84322785,10.70198019,8.813489456,9.807309756,9.480782264,9.997941248,9.727882078,10.29483871,10.00068847,9.88949925,9.827343254,10.25498211,9.877831982,9.593879826,9.698454232,9.143952382,10.01178335,9.872413945,9.677291183,9.591341938,10.11813604,9.471035806,9.521456583,9.805794119,9.20843277,8.683347886,10.38714327,9.424615667,10.07981101,9.866623524,9.356640173,10.30576388,9.129286671,9.891060253,10.04764793,9.969134993,10.26108508,9.947158153,9.336178045,9.583922888,9.525145617,8.765375077,10.41049692,10.32436585,10.24832881,9.800014164,10.22978992,9.873147654,10.09551554,9.871872736,10.43373623,10.02247998,9.769445508
BRD7P3,5.928561048,5.938197622,5.737598298,5.74396958,5.588987357,6.199791124,5.979255942,5.596542049,5.680559113,5.896381605,6.093348471,5.876996209,5.868054658,5.763535696,6.264654255,6.112583542,5.796179267,5.701410532,6.265331441,5.967807709,5.835761558,5.834311001,6.267332186,5.870690745,5.90892547,5.881151616,6.053884002,5.895021682,5.782559437,5.840791874,5.782860976,6.229060801,5.676477398,5.8639491,5.617546241,5.981762797,5.989464246,5.643661928,5.721641616,5.803897261,6.058137115,6.1488316,5.865607988,5.862142788,6.000247588,6.042658584,6.435464223,6.105652911,6.017581438,5.965636244,6.007166105,5.885985583,5.909675518,5.908554736,6.025710789,5.977181255,6.333493002,6.201507373,6.431238078,5.823831088,5.904262315,5.895021682,5.882680252,5.913024463,6.024199366,6.05197575,5.876626644,5.721412348,6.027581497,6.060806939
BRD8,10.92529781,10.75994871,10.66290746,10.77933595,11.19569858,10.26332188,10.11838043,10.59650849,10.2754161,10.31605186,10.70923378,10.18817584,10.8220111,10.32625177,10.90327786,11.12390713,10.61666489,10.59745073,10.71205632,11.28145034,10.27431664,10.29211005,10.86486735,10.98850953,10.54602862,10.67099535,10.78341643,11.03530293,10.21837359,10.86977995,10.01630459,10.22930176,10.56613712,10.61499259,11.07618136,10.66539895,10.5029421,10.54859785,10.94387236,10.53529946,10.73862081,10.69697974,10.51183027,10.91381144,10.4964942,10.03566334,9.995139785,11.19275873,11.01029525,10.80719594,10.90753767,10.42445574,10.3683489,10.62169383,10.43252867,10.51770999,11.24116878,10.22474568,9.210420381,10.80388468,10.98996906,9.850556971,10.3703959,10.90759546,10.02914852,10.39219633,11.29707043,10.33507288,10.90445557,10.45266992
BRD9,9.541179952,9.41137313,9.412070561,9.993020463,9.945169496,9.557486659,9.2445369,9.816705483,9.605445905,9.761537445,9.827839482,9.945003471,9.820205112,9.848981114,9.498143579,9.935768127,10.00602,9.63817628,9.791863726,10.22936324,10.52023137,9.552805406,9.646470903,10.37601043,9.292402944,9.669150217,9.662183313,10.0790433,10.10689618,9.601910777,9.68631334,9.452947971,9.809412419,9.768571723,9.501821613,9.876683042,9.551815619,9.933652427,10.21495911,9.491606727,10.27147651,10.14889393,10.03420054,10.01010795,9.566638256,10.28745075,9.402624531,9.854996179,9.358709226,9.834696927,9.347091542,9.741316233,9.997040737,10.45535221,9.846486379,9.241398265,9.912318876,10.03217179,9.140998366,9.612346845,9.706876848,9.890562575,9.952428727,9.791969305,9.118737497,9.66973792,9.992336146,9.898882916,10.01949669,9.856350366
BRDT,4.386202215,4.491807128,4.273342295,4.227462335,4.20544932,4.139210218,4.354638812,4.13552896,4.20604805,4.097877127,4.278020823,4.086530034,4.217296029,4.34174083,4.333829866,4.147527983,4.187289356,4.334706704,4.609805286,4.130190831,4.191036518,4.189909805,4.241747525,4.522044948,4.52042556,4.168249712,4.461077692,4.844339834,4.149042259,4.309335374,4.171607296,4.169853807,4.286603867,4.206016944,4.227949992,4.8081144,4.53679619,4.165561062,4.214641819,3.97474358,4.470960421,4.489496484,4.097530573,4.691958657,4.209136837,4.474313838,4.386144429,4.259556553,4.322062677,4.568820179,4.352866023,4.319313127,4.340100576,4.048113209,4.218031868,4.244650501,4.458242944,4.178553587,5.062438012,4.252200311,4.320567074,4.891782979,4.052544408,4.68467493,4.516911677,4.159479202,4.278669096,4.000641179,4.593191876,4.278020823
BRE,10.14280942,9.774383824,9.385729672,9.883953458,10.13348363,9.690146321,9.753912358,10.05444534,10.22298264,9.780458216,10.09218416,10.11778809,10.35549365,10.37405751,9.460861261,9.941388758,10.46329233,10.29785731,8.536068067,10.06961122,9.99156579,10.07236297,10.23730433,10.37785051,9.896683718,10.22367373,10.12526848,9.992624325,9.660096713,9.787517401,9.673272191,10.30020033,9.795708862,9.791054054,9.723925569,10.37268421,9.658027421,9.761321873,10.13489581,9.336172557,9.73311795,9.987501924,10.1515736,9.883840464,9.85511316,9.618563182,10.24659799,9.299780185,9.984835368,9.171225897,9.58468307,9.884532277,9.796663108,9.783874835,9.573371767,10.02010314,9.750979004,9.659885654,10.26767407,10.27327609,10.14728758,9.940829258,10.48858016,9.563661719,9.978528848,9.821661422,10.37871695,9.93804898,9.617558854,9.393475682
BRE-AS1,6.667997346,6.590357934,6.394835355,6.241184807,6.742295873,6.543086944,6.65831905,6.368825943,6.562599503,6.746743345,6.462557237,6.556611415,6.807159387,6.581824038,6.596484047,6.607555132,7.124000383,7.138847605,6.667997971,6.481993335,6.229090218,6.995930061,6.906597414,6.631712492,6.786535796,7.880832396,6.343469907,6.449407479,6.356413239,6.88991316,6.213718542,6.606058225,6.901057407,6.74017137,6.575196029,6.699028312,6.888182126,6.45313957,6.48059543,6.487612945,6.573899489,7.219806272,6.885378643,6.646065037,6.650280111,7.488376646,6.578662038,6.49346755,6.830480469,6.399354176,7.191889526,6.76163871,6.519628774,6.752617022,6.674837427,7.488323692,6.535848974,6.906957981,6.844874467,6.360280249,6.38685933,6.570090421,6.797422737,6.440760155,6.560703903,6.536540015,6.526544176,6.452898505,6.672503656,6.608400609
BREA2,6.572097903,6.484604557,6.491108817,6.374729105,6.341717612,6.545310041,6.260059217,6.597703368,6.526584942,5.980123251,6.817966063,6.814178683,6.338044084,6.939413877,6.536258077,6.753487057,6.576298995,6.423101439,7.15031667,6.444142025,6.151190119,6.17551017,6.531574247,6.69470201,6.441740912,6.238311024,6.544170732,6.978082517,6.684018974,6.704852052,6.596766724,6.311484131,6.252937701,6.20081944,6.196860083,6.404128418,6.21971515,6.360046694,6.378540251,6.273960863,6.825114527,6.590001965,6.309734941,6.167218602,6.839559177,6.378206295,6.564166672,6.608871617,5.982318165,6.177916333,6.741432771,6.880412421,6.428296418,6.401566542,6.256812833,6.865197231,6.846453378,6.081095445,6.47646645,6.244739348,6.626829849,6.631568173,6.441497078,6.800681143,6.733280722,6.45348236,6.533066486,6.394054945,6.321063257,6.919642774
BRF1,8.070506122,7.889308014,7.57934563,7.730015906,7.732925419,7.677399098,7.674002785,8.111038458,8.172604768,8.086155701,8.466401265,8.141549526,8.211735919,8.087842571,8.016507632,8.157981912,7.870325136,8.287024436,7.960930152,7.572859432,7.209073895,8.269850551,7.859073269,8.046964092,8.17867409,8.289478034,8.087869644,7.768734737,8.275692008,7.938104779,7.760720289,7.963964502,7.886440703,7.653936694,7.686007296,8.153171596,7.819391898,8.022065868,7.687481125,8.731421974,7.884517239,8.321081039,7.967660508,8.146585337,7.898892334,8.354498835,7.88281368,8.305788046,8.009514639,7.560101701,8.28567,7.938916531,7.73622117,8.390495342,7.975833174,8.006486023,7.71381906,8.071718512,8.02935247,7.429605427,7.726943707,8.018737514,7.716299845,7.10534379,7.517838162,7.993790535,7.911702493,7.2138253,7.765186592,7.709451911
BRF2,8.66431637,9.147846272,8.934544975,9.304260248,8.86673548,9.420327071,9.219615998,9.532306479,9.30732858,8.964886694,9.203847456,9.244901912,9.316184439,9.413910508,9.032063996,9.470197358,9.310344389,9.290289293,9.392873522,9.190953303,9.286382442,9.659052845,10.02054795,9.615368638,9.242046062,9.840546908,9.746023296,9.320233537,9.54303064,9.038191377,9.605683981,9.353761892,9.021945702,9.40494825,9.124936258,9.238958912,9.496946372,9.326389736,9.495927964,9.220150485,9.56859204,9.395316011,9.066573247,9.572356511,9.046068804,9.16999735,9.767363941,9.070285121,9.218027566,9.0721919,9.073955128,9.881663777,9.34127507,9.151359981,9.431421896,9.348347904,9.447890142,8.968020243,9.241901947,9.559765596,9.586096804,9.194776356,8.618833646,9.396485599,9.454477737,9.188423799,9.166717852,9.541369056,9.141526319,9.081135217
BRI3,11.70021816,11.21396031,11.58231513,12.2017029,11.42079298,11.06830979,11.41315581,11.57715073,11.23613362,11.4145378,10.79853352,10.42804659,11.27031062,11.20755963,11.23557778,11.11466175,11.29837054,10.97504353,11.38784421,10.7788627,11.17420947,11.69565197,11.42872027,10.85569221,10.83440398,11.21334588,11.18874382,11.67497419,11.0514181,10.97940432,12.03129735,11.14124404,10.79481968,10.91146032,11.93982657,11.14455834,11.31390808,11.38442139,11.20782913,11.88155759,11.30019428,12.08288454,10.73940897,11.36263069,10.84519632,11.54873211,11.63850911,10.59329881,11.70958365,11.93122153,11.13687884,11.32903352,11.75718774,11.49379214,11.73927839,10.77804872,10.74689614,10.71212827,11.14030072,11.53482272,11.23792675,11.97714851,10.7946387,11.58558152,10.92219155,10.45745404,11.7100501,11.64431231,11.14669025,11.78571874
BRI3BP,9.517479944,9.246115694,9.747303069,11.59350965,9.970586729,9.102344696,9.888881366,9.936089657,10.46243371,9.996734823,9.569695528,10.5621791,8.740337396,9.050197074,10.64440191,10.32439949,9.112921161,9.175781752,9.49800128,9.757746242,8.910227717,9.936496964,9.287349752,9.59453094,10.0929721,9.557305804,9.526123464,10.0081095,9.009773132,10.29519613,10.48220359,10.07658407,10.26309175,9.755728324,10.76757128,8.824999445,9.170747267,9.24847611,10.04109106,9.640296251,10.28588188,9.427377688,10.41384208,10.49680752,10.05741627,11.29738521,9.352651969,9.658021576,9.494966946,9.858214431,10.58265592,9.858214431,10.05587087,11.15990984,10.79738254,9.497385215,10.52011438,10.53958461,9.820452801,9.970631993,9.814714966,9.654640596,9.402112481,10.2912866,9.726132177,8.810156053,10.35464399,10.13277674,10.6319673,8.424629864
BRICD5,7.824104063,7.529125939,7.646032713,7.431082593,7.868968853,7.98930528,7.507862508,7.187484249,8.205106351,7.383151931,7.991067916,7.741928166,7.960673215,8.236839182,8.119815168,7.070167366,7.998891431,7.880836822,7.612174244,7.211193472,6.739332438,7.489957649,7.429150258,8.260817772,7.84021283,7.762256096,7.530799884,7.716546236,7.479502132,7.832109859,7.216954605,7.991436698,7.676042907,7.759446863,8.117319044,7.848061273,7.509786859,8.0573842,7.176726471,7.642210049,7.572711729,7.65204304,7.79866251,7.54384449,7.542567782,7.900807083,7.47694058,8.306727629,8.626722672,7.743347547,7.561372582,7.481579448,7.642162365,7.809342438,8.077883962,7.53192111,7.507273828,7.978196189,7.901253832,7.565216508,7.458911794,7.75043158,7.734548062,7.6905804,7.719243198,7.410496217,7.556622654,7.474101391,7.489567077,7.572305664
BRINP1,6.657769188,8.454234822,7.065702899,6.803583713,8.718699593,7.166522576,6.683246278,6.433412205,6.949437451,6.397701236,6.534067094,7.02367557,6.663019663,6.707425544,6.764281083,6.539984965,6.766876306,6.653318411,6.869619958,6.657405637,7.522994225,8.147838402,7.113188537,6.646791169,7.179686214,7.04247881,6.617554388,6.528280217,7.331432135,6.854114375,6.645647582,6.735537662,7.000111033,6.706561689,6.548400608,6.715229646,7.528016541,6.739420034,6.475221973,7.102516279,6.399436951,6.662346738,6.942468506,6.818251899,6.589829924,6.568007795,6.865294674,6.697532387,7.389847647,7.022420956,6.909192835,7.300554796,6.781958269,6.58280515,6.45868541,6.958104324,6.747103823,7.256471924,7.035866467,6.493319584,6.948077167,6.754940326,7.649918373,6.812022681,7.174553292,7.155291187,6.64053094,6.349755875,6.729885937,6.437082265
BRINP2,6.818121809,6.544601434,6.652228922,7.364861584,6.994007296,6.597219141,7.944185878,6.435890772,6.6153059,6.433640686,6.445108067,7.028100072,6.780615938,6.745468609,6.662827087,6.956913577,6.359094662,6.364212539,6.825976048,6.917995401,6.602903582,6.681149744,7.598809241,7.458306335,6.810466688,7.031937346,6.889745455,6.841976054,6.571427716,6.64249996,6.687442461,6.888281691,6.490901729,6.900236806,6.633738481,6.6121353,7.517957846,6.918328478,6.680878325,6.611631234,6.976520631,6.597991184,7.051646395,7.054013319,6.733228197,7.03201718,6.801792672,6.801247851,6.54112487,7.049607132,7.119271528,7.220697773,6.785892921,6.973792277,7.040700111,6.441480902,6.810787619,7.411656116,6.899727145,6.836118771,7.02164559,6.665632337,6.633895751,8.81853591,6.985470801,7.189634678,6.724704967,6.860045928,6.809295077,6.674456372
BRINP3,3.52370072,3.679690521,3.709092739,3.579741014,3.636422291,3.55139542,3.430877998,3.456042349,3.598149446,3.575777311,3.510215603,3.486559479,3.508110867,3.59248536,3.435013976,3.66011819,3.601084617,3.529741421,3.597985935,3.33458188,3.448424238,3.676798639,3.292469679,3.618541434,3.602408184,3.498638388,3.547955579,3.738833292,3.529741421,3.403553801,3.529998493,3.59337952,3.333633981,3.61045958,3.46630475,3.668650574,3.600177404,3.529741421,3.252729779,3.323897826,3.422054173,3.510909937,3.486533752,3.714072184,3.444582648,3.401408016,3.514747493,3.476701903,3.663701099,3.543687897,3.582566955,3.556765295,3.722208579,3.472373051,3.443499138,3.490804905,3.549908169,3.319272982,3.826164624,3.462181878,3.584209869,3.686431247,3.639666999,3.563387471,3.556931151,3.538144806,3.464020762,3.584863101,3.553759267,3.681828558
BRIP1,7.317168683,7.867034428,8.934220552,7.996704972,8.245701051,7.298042828,7.934731176,8.471932196,8.437734825,6.636175549,8.492237705,8.182103224,7.362816292,7.815569661,7.950642126,8.567581564,7.56339924,8.400745184,8.092691055,7.564806622,6.082301441,7.656638321,6.076599212,9.264330341,8.516158805,7.376188663,9.283877193,8.497443483,8.080691517,9.252699233,8.023911157,7.824962442,8.420745481,7.365743615,7.950393763,7.190151878,6.668245811,8.379042326,8.316823674,8.711157288,7.450929157,6.485046765,8.461673295,8.373838655,7.920158117,7.397993771,5.681090359,8.433290842,7.815569661,7.277572618,9.450350363,6.69142826,7.498120042,7.606969899,8.053355417,6.25316247,7.70690024,7.630453613,7.02668267,8.300440178,6.631816075,6.777437817,7.915163729,7.968464319,8.244359236,7.53492074,8.672750036,8.154128194,8.398773213,7.774149042
BRIX1,7.954768811,8.124638064,8.568845021,8.292178113,8.757586237,7.575618606,8.184966096,8.017944048,8.255457799,8.381620303,7.998278697,7.730156382,7.441309551,8.305454169,8.387725791,8.631851938,8.555618235,7.957718498,8.655316832,8.773083015,7.989087194,7.831271775,8.160854522,8.899213164,8.192644915,8.530615167,8.089247556,8.535826867,8.198409309,7.74348044,8.83232911,8.197063878,8.595301976,8.199243126,8.191405676,8.112230093,8.427112577,8.164459985,8.852662552,7.716843122,8.070253458,8.419827636,8.279086639,8.302150318,8.138250147,8.482591969,8.080596817,8.387833101,7.653378773,8.524998608,8.227580395,7.708628767,8.294694077,8.938561909,8.530876871,7.649706289,8.220493381,8.050086556,8.822037643,8.616030197,8.518013294,8.049954849,7.497016679,9.241273196,8.201049533,8.228744346,8.986135547,8.368444279,8.454856534,8.861272173
BRK1,11.43593723,11.31910964,11.26482574,10.94708837,11.43287545,11.04032477,11.51837288,11.62609377,11.32704214,11.24513593,11.33100604,11.64629008,11.34234951,11.02220046,11.40968007,11.06192441,11.0281857,11.39136221,11.53087403,11.53538206,11.08283386,11.41991834,11.26129742,10.92941575,11.02030744,11.25660196,11.19760543,11.42752246,11.44790242,11.10559651,11.67564624,11.25250587,11.44295166,11.48848891,11.86842539,11.40571911,11.19414866,10.58812244,11.5527398,11.38885829,11.1934127,10.50171612,10.84517738,11.04479993,11.47631834,10.38075081,11.29022955,11.03483328,11.20161301,11.73214293,10.87436522,10.97239847,11.2952709,11.40144016,11.78407021,11.32143793,11.26376934,10.65772967,12.01611087,11.24137901,11.46883399,10.93886269,10.87301367,11.12357596,11.23924146,11.18622597,11.41051149,11.32613065,10.85140338,11.00974691
BRMS1,9.604513989,9.931219676,9.622813372,9.401129372,9.155208522,9.840836668,9.436193045,9.508015959,9.621013828,9.105095521,9.867085844,9.939122051,9.413787209,9.633419721,9.844211902,10.2073639,9.315186222,9.341123062,9.345813455,9.280376051,10.01709042,9.470850278,9.578980522,9.703020374,9.50501604,9.825452966,9.446540756,9.938245884,9.448257735,9.144350112,9.456736425,9.318235788,10.03208893,9.831637483,9.492502953,9.603751668,9.259127998,9.640232963,9.363493348,9.581922075,9.475665766,9.578571981,9.006388166,9.29446225,9.408283953,9.751809384,9.480614432,9.448779891,9.197711985,9.403608066,9.385293576,9.264633445,9.516340983,9.51589822,9.922408749,9.638939285,9.559833729,9.11074273,8.886699651,9.138780273,9.347692668,9.441543901,9.64548976,9.415557023,9.314107924,8.970673158,9.721399394,9.747072031,9.745092498,9.352609626
BRMS1L,9.409667315,8.652958096,8.188292785,8.838654081,9.836825288,8.542285171,8.834135638,9.001406788,9.162117876,9.334301419,9.006279032,8.843711963,9.249407237,9.265860763,9.167503321,8.949052009,9.045737672,8.497901724,9.323987954,9.195495856,8.462426995,8.892880486,8.675089315,9.259308272,8.741711852,9.081989935,8.928938837,8.821416185,9.582771381,9.491920011,8.466082151,8.403275055,9.205121066,9.317654627,9.597410519,8.813146041,8.473198988,8.445364745,9.274905992,8.360829247,9.255550111,8.269035199,8.77972042,9.05253099,8.869300493,9.313976172,8.756298638,8.265395241,8.842605585,9.949973675,9.034229114,9.356538504,9.434032939,9.557747713,9.54066931,8.47769644,8.985032346,9.229316849,8.984763723,9.542516386,9.054575297,8.636751056,8.661032678,8.155713449,9.201911515,9.676377319,9.162743348,9.66631455,9.091489632,8.966963141
BROX,10.81173367,10.80951307,11.04837499,11.14276088,10.45260084,10.94299941,10.66384827,11.10201343,10.74816102,10.4757353,11.07560601,10.3921823,10.58947652,10.45610192,10.26331145,10.90216444,10.89722477,10.55443347,10.92566889,11.54694715,11.14708978,10.88267242,10.69067674,11.0580297,10.39360312,10.86393266,11.59410244,10.93098555,10.11818514,11.02107384,11.14114077,10.53959401,11.01016098,9.71992111,10.65801713,10.83192615,10.0329793,11.28223542,10.85869854,11.26955398,10.96383727,10.35566561,11.05089641,10.74614853,10.6694903,10.42961389,9.469220542,10.32182298,10.97725492,10.69209601,10.17436009,11.72613514,11.2392429,10.92146952,11.17380126,10.78431554,10.78169227,10.65752848,10.71598432,11.21367932,11.13997039,10.95380105,11.26671141,11.23532705,10.21374735,11.26916816,11.05442029,10.9139093,10.56652588,10.71516277
BRPF1,8.314434523,8.281316213,8.257207922,8.006141975,8.657651568,8.025911953,8.764078604,8.324769261,8.24962839,8.263451288,8.010405888,8.57036522,8.354153561,8.423487746,8.312519513,9.010637858,8.247135919,8.228678957,8.282686787,8.439732373,7.952790289,8.192406016,8.354594905,8.485820388,8.370183829,7.958608825,8.217448913,8.205544721,8.715331307,8.478079796,8.409453839,8.049330636,8.089277426,8.785531044,8.925731246,8.363931022,8.418017325,7.98034717,8.580789308,8.399981559,8.197755581,7.714250403,7.922706134,8.795703021,8.369273321,7.624102427,8.040442018,7.86258922,8.773630074,8.908025941,8.055751384,8.229712128,8.164472236,8.480868082,8.388173817,8.020683951,8.014556204,8.279483637,8.266763178,8.616391142,8.593812352,8.277156196,8.546911693,8.252294028,8.58494072,8.311141995,8.491796007,8.261969607,7.982268998,7.971117288
BRPF3,8.638809214,8.81409499,9.291221582,7.716260063,9.640289443,8.602534251,8.766929422,9.56896101,9.093604085,8.940480267,8.693162041,8.441188346,8.841466142,8.524072946,8.64610762,9.473925801,9.259877981,8.914719058,9.392433148,8.4027769,9.367056598,9.169130516,8.153522791,8.419230014,8.701200658,8.878243114,8.969592749,9.160185738,9.13082741,8.56551834,8.974988783,8.784444349,9.065868489,9.090118025,8.511119975,8.924085249,8.243170377,8.438576931,9.424070065,9.10609757,8.617093333,8.791909432,8.499812544,9.095743529,8.100853166,8.231395477,8.215375033,8.755421963,9.378422959,9.1051462,9.043518492,8.929383417,8.743196072,9.01344764,8.964814261,8.658351564,9.016000765,9.543055164,8.24649541,9.75730199,9.103764394,9.267089258,8.55295128,9.830278981,9.448375316,9.826393791,9.411884151,9.863698179,8.334645749,8.480077541
BRS3,6.638502061,6.395397563,6.594240337,6.66491518,6.470584969,6.775729225,6.586204505,6.217366695,6.794191928,6.416427717,6.628004303,6.775364902,6.446809104,6.488794036,6.575896403,6.529074459,6.531624558,6.670492196,6.31255877,6.632411968,6.593421509,6.382624757,6.782688781,6.544576967,6.781668014,6.441115652,6.51321798,6.40822479,6.629913722,6.340817349,6.381267416,6.493210836,6.305479157,6.614229166,6.369562149,6.52222008,6.895960686,6.562504531,6.437058514,6.467454706,6.609122676,6.407003594,6.773871315,6.56907362,6.868525519,6.554996622,6.812445584,6.64253229,6.492296346,6.447227477,6.521454593,6.652400441,6.500291503,6.62341787,6.455181934,6.860699069,6.841298022,6.434187177,6.781487831,6.489926154,6.462101882,6.556040395,6.440902607,6.797358661,6.50019714,6.608152336,6.559144336,6.475269635,6.52164936,6.481502249
BRSK1,7.388949035,7.030096232,6.917760954,6.853270338,6.723588029,6.558477917,7.833673542,7.121613352,6.428724233,6.80267596,6.864024513,7.119941746,7.253723827,7.284643111,7.032234215,7.12920263,7.201221933,6.678035824,7.308887832,7.444017142,7.935962662,7.101691102,7.739940356,7.313834034,7.204115236,7.028415751,7.107539777,7.485088623,6.868201103,7.457226991,7.177300391,6.520121222,6.809423239,7.268784739,7.092034114,7.730379199,7.02388972,7.131615674,7.452458998,7.278739393,7.504711037,7.329532392,7.068679384,7.384313749,7.243468161,7.030065463,7.569132839,7.20486767,7.491781523,7.308240493,7.31115797,7.10475502,7.155814426,6.442692738,7.135082937,7.375817946,7.093985857,7.281164685,7.454082283,6.636231591,7.090713622,7.33654536,7.476465624,7.211484537,6.935753274,7.2628521,6.590763339,6.715450715,6.960820844,7.762718616
BRSK2,6.271497938,6.357786566,6.290079098,6.568263445,5.795760053,6.690611276,6.235348309,6.491683387,6.381104042,6.119417322,6.491469705,6.557721535,6.107745162,6.528840448,6.478026809,6.192348449,6.084173359,6.455527113,6.037602711,6.367295196,6.179289096,6.148971035,6.420337398,6.586816323,6.693185335,6.283799794,6.168439933,6.313082088,6.259139869,6.168172855,6.560266016,6.52115535,6.11844587,6.50720315,6.149109385,6.3106279,6.523247077,6.318141695,6.209217407,6.178821481,6.290079098,6.724210705,6.370498317,6.04558935,6.532587406,6.290079098,6.498543325,6.08260817,6.157484948,6.152218994,6.247303438,6.376247238,6.196702762,6.356443515,6.333936053,6.410424835,6.53320907,6.224462119,6.417778845,6.104819424,6.381745108,6.394188096,6.325623309,6.472737685,6.494254216,6.328313149,6.257180223,6.0856279,6.145662378,6.21558148
